grid,ritmo_representativo_pct,duracao_mediana_pit_convencional,qtd_pit_stops,qtd_compostos_distintos,voltas_stint_medio,air_temp_media,track_temp_media,humidity_media,pressure_media,wind_speed_medio,primeiro_composto_HARD,primeiro_composto_INTERMEDIATE,primeiro_composto_MEDIUM,primeiro_composto_SOFT,primeiro_composto_SUPERSOFT,primeiro_composto_None,composto_mais_utilizado_HARD,composto_mais_utilizado_INTERMEDIATE,composto_mais_utilizado_MEDIUM,composto_mais_utilizado_SOFT,composto_mais_utilizado_SUPERSOFT,composto_mais_utilizado_None,rainfall_ocorreu
5.0,0.20551169824629678,23.571,4.0,2.0,14.2,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.0,-0.9656519370180805,23.664,4.0,2.0,14.2,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.0,-0.024584715690600945,23.557,4.0,2.0,14.2,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8.0,0.15934212980418527,23.73,4.0,2.0,11.4,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9.0,-0.27632848148194666,23.164,4.0,2.0,14.2,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10.0,0.12252401755954434,23.536,4.0,2.0,13.8,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11.0,0.7329993968162363,24.401,4.0,2.0,14.0,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12.0,0.05146736963201337,23.50275,0.0,1.0,1.0,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
13.0,0.05146736963201337,23.50275,0.0,1.0,1.0,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14.0,0.1651139478175856,23.817999999999998,5.0,2.0,11.666666666666666,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
